index,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;__;__;__;__;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus],k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Succiniclasticum,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,Unassigned;__;__;__;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Brochothrix,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Raphanus,k__Bacteria;p__Firmicutes;c__Bacilli;__;__;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D,k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus,disease_stat,description
ERR1883195,0.0,25285.0,33.0,0.0,4765.0,2566.0,0.0,1784.0,953.0,2185.0,1914.0,0.0,1778.0,1776.0,3090.0,404.0,1617.0,1148.0,436.0,335.0,411.0,20.0,262.0,552.0,0.0,578.0,6.0,995.0,0.0,835.0,121.0,364.0,325.0,124.0,320.0,0.0,94.0,0.0,88.0,404.0,24.0,259.0,89.0,101.0,24.0,0.0,174.0,0.0,34.0,0.0,81.0,168.0,3.0,69.0,0.0,0.0,17.0,0.0,76.0,15.0,0.0,38.0,27.0,33.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,healthy,Donor1
ERR1883195_k,84056.0,25293.0,20389.0,10166.0,4773.0,2566.0,3560.0,1789.0,954.0,2185.0,1920.0,3781.0,1782.0,1777.0,3093.0,412.0,1615.0,1151.0,437.0,342.0,411.0,28.0,263.0,552.0,745.0,578.0,10.0,1001.0,0.0,839.0,121.0,366.0,325.0,124.0,320.0,366.0,94.0,476.0,88.0,404.0,469.0,259.0,92.0,104.0,28.0,0.0,175.0,232.0,34.0,79.0,85.0,170.0,4.0,69.0,0.0,61.0,17.0,13.0,76.0,15.0,37.0,38.0,27.0,33.0,24.0,23.0,21.0,21.0,8.0,20.0,20.0,19.0,22.0,0.0,13.0,16.0,16.0,16.0,14.0,15.0,20.0,0.0,13.0,0.0,15.0,8.0,15.0,11.0,10.0,10.0,10.0,14.0,15.0,9.0,8.0,8.0,8.0,0.0,7.0,7.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,healthy,Donor1k
ERR1883207,0.0,24579.0,107.0,2.0,3744.0,3369.0,0.0,1207.0,1101.0,3019.0,2785.0,0.0,2664.0,2260.0,3515.0,727.0,176.0,1919.0,278.0,278.0,1832.0,62.0,1399.0,663.0,0.0,415.0,602.0,1099.0,0.0,324.0,189.0,544.0,246.0,147.0,466.0,0.0,191.0,10.0,52.0,179.0,37.0,230.0,166.0,141.0,43.0,0.0,394.0,0.0,114.0,0.0,14.0,183.0,13.0,51.0,42.0,0.0,49.0,0.0,102.0,39.0,0.0,34.0,27.0,28.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,healthy,Donor2
ERR1883207_k,84182.0,24597.0,20463.0,10165.0,3753.0,3369.0,3560.0,1212.0,1102.0,3019.0,2793.0,3781.0,2668.0,2245.0,3518.0,735.0,176.0,1922.0,279.0,286.0,1838.0,71.0,1400.0,663.0,745.0,415.0,605.0,1119.0,0.0,327.0,189.0,548.0,252.0,147.0,466.0,366.0,191.0,486.0,52.0,179.0,489.0,231.0,169.0,144.0,47.0,0.0,395.0,232.0,114.0,76.0,19.0,184.0,14.0,51.0,43.0,61.0,49.0,0.0,102.0,39.0,37.0,34.0,27.0,28.0,24.0,24.0,21.0,21.0,22.0,20.0,20.0,19.0,20.0,27.0,13.0,19.0,16.0,16.0,14.0,15.0,20.0,0.0,21.0,0.0,15.0,11.0,9.0,11.0,10.0,10.0,10.0,15.0,8.0,9.0,8.0,8.0,8.0,0.0,7.0,7.0,0.0,6.0,7.0,5.0,3.0,2.0,0.0,4.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,healthy,Donor2k
ERR1883210,0.0,42981.0,49.0,8.0,2183.0,1122.0,0.0,4556.0,747.0,536.0,1535.0,0.0,887.0,863.0,1966.0,292.0,2086.0,1159.0,667.0,148.0,474.0,4.0,166.0,329.0,0.0,491.0,11.0,990.0,1400.0,768.0,42.0,477.0,191.0,18.0,173.0,0.0,49.0,2.0,174.0,94.0,28.0,232.0,303.0,226.0,205.0,265.0,100.0,0.0,18.0,0.0,19.0,200.0,0.0,26.0,14.0,0.0,0.0,0.0,54.0,27.0,0.0,16.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,healthy,Donor3
ERR1883210_k,84056.0,42985.0,20401.0,10169.0,2192.0,1122.0,3560.0,4562.0,748.0,536.0,1540.0,3781.0,891.0,864.0,1969.0,300.0,2086.0,1186.0,668.0,156.0,474.0,12.0,167.0,329.0,745.0,491.0,10.0,995.0,1401.0,772.0,42.0,476.0,192.0,18.0,173.0,366.0,49.0,478.0,174.0,94.0,460.0,232.0,306.0,229.0,209.0,265.0,101.0,232.0,18.0,89.0,24.0,201.0,0.0,26.0,15.0,61.0,0.0,8.0,54.0,27.0,37.0,16.0,14.0,31.0,24.0,24.0,21.0,21.0,0.0,20.0,20.0,19.0,22.0,0.0,13.0,16.0,16.0,16.0,14.0,15.0,20.0,0.0,13.0,0.0,8.0,0.0,0.0,11.0,10.0,10.0,10.0,14.0,8.0,9.0,8.0,8.0,8.0,0.0,7.0,7.0,0.0,6.0,0.0,5.0,0.0,0.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,healthy,Donor3k
ERR1883212,0.0,12467.0,212.0,116.0,10706.0,3631.0,0.0,1854.0,4087.0,479.0,3260.0,0.0,3879.0,149.0,285.0,113.0,578.0,1974.0,2729.0,1729.0,1143.0,5018.0,1483.0,369.0,16.0,153.0,0.0,1330.0,0.0,127.0,609.0,313.0,24.0,500.0,9.0,2.0,304.0,19.0,422.0,165.0,41.0,499.0,171.0,98.0,169.0,12.0,24.0,0.0,149.0,0.0,10.0,71.0,203.0,0.0,80.0,0.0,25.0,100.0,25.0,16.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,17.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,healthy,Donor4
ERR1883212_k,84063.0,12503.0,20572.0,10281.0,10709.0,3631.0,3561.0,1859.0,4088.0,479.0,3266.0,3781.0,3877.0,150.0,289.0,117.0,578.0,1980.0,2729.0,1737.0,1143.0,5023.0,1484.0,369.0,745.0,153.0,8.0,1358.0,0.0,131.0,609.0,313.0,24.0,500.0,9.0,368.0,304.0,494.0,422.0,165.0,494.0,499.0,174.0,98.0,174.0,12.0,25.0,232.0,149.0,72.0,14.0,74.0,207.0,0.0,81.0,61.0,25.0,105.0,25.0,16.0,37.0,0.0,41.0,0.0,24.0,24.0,21.0,21.0,43.0,20.0,20.0,19.0,30.0,0.0,19.0,16.0,16.0,16.0,23.0,15.0,20.0,0.0,13.0,44.0,0.0,10.0,0.0,11.0,10.0,10.0,10.0,0.0,8.0,9.0,8.0,8.0,8.0,24.0,7.0,7.0,20.0,6.0,16.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,healthy,Donor4k
ERR1883261,0.0,18888.0,36.0,0.0,4400.0,1959.0,0.0,1590.0,1112.0,1685.0,2353.0,0.0,3358.0,1197.0,589.0,5467.0,28.0,1771.0,234.0,869.0,881.0,13.0,387.0,434.0,0.0,248.0,1107.0,488.0,0.0,1390.0,140.0,220.0,157.0,148.0,150.0,0.0,154.0,7.0,0.0,69.0,23.0,214.0,41.0,157.0,22.0,40.0,247.0,0.0,68.0,0.0,112.0,222.0,4.0,21.0,28.0,0.0,48.0,0.0,92.0,73.0,0.0,21.0,16.0,50.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,46.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,healthy,Donor5
ERR1883261_k,84053.0,18937.0,20387.0,10165.0,4409.0,1959.0,3560.0,1595.0,1113.0,1685.0,2360.0,3781.0,3362.0,1199.0,593.0,5471.0,28.0,1778.0,235.0,877.0,882.0,22.0,388.0,434.0,745.0,248.0,1110.0,495.0,0.0,1394.0,140.0,226.0,157.0,148.0,150.0,366.0,154.0,483.0,0.0,69.0,472.0,215.0,44.0,160.0,26.0,40.0,248.0,232.0,68.0,77.0,114.0,223.0,6.0,21.0,28.0,61.0,48.0,9.0,92.0,73.0,37.0,21.0,16.0,50.0,24.0,24.0,21.0,21.0,17.0,20.0,20.0,19.0,21.0,21.0,20.0,16.0,16.0,16.0,15.0,15.0,20.0,40.0,13.0,0.0,46.0,6.0,11.0,11.0,10.0,10.0,10.0,14.0,8.0,9.0,8.0,8.0,8.0,0.0,7.0,7.0,0.0,6.0,0.0,5.0,12.0,12.0,4.0,4.0,10.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,healthy,Donor5k
kimchi,84088.0,31.0,20350.0,10166.0,9.0,0.0,3560.0,0.0,0.0,0.0,0.0,3781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,745.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,476.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,6.0,0.0,0.0,37.0,0.0,0.0,0.0,24.0,24.0,21.0,21.0,0.0,20.0,20.0,19.0,18.0,0.0,13.0,16.0,16.0,16.0,14.0,15.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,10.0,10.0,10.0,11.0,8.0,9.0,8.0,8.0,8.0,0.0,7.0,7.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,healthy,Kimchi
